<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"><link href="TREC_UTARELS_0_tiedostot/screen.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_004.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_003.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_002.css" rel="stylesheet" type="text/css"></head><body><div class="fixed leftAlign">
364,00;"LA110689-0045";0,00<br>
421,00;"LA041089-0062";0,00<br>
384,00;"FT943-12365";0,00<br>
384,00;"FT921-16461";0,00<br>
384,00;"FBIS4-54665";0,00<br>
384,00;"FBIS3-36258";0,00<br>
384,00;"FT924-10484";0,00<br>
384,00;"FBIS4-62583";0,00<br>
384,00;"FT932-221";0,00<br>
384,00;"FR940930-2-00195";0,00<br>
384,00;"FT943-15250";0,00<br>
384,00;"FT922-3335";0,00<br>
384,00;"FR940128-2-00170";0,00<br>
384,00;"FT921-5383";0,00<br>
384,00;"FBIS3-42556";0,00<br>
384,00;"FT931-14962";0,00<br>
384,00;"FR940607-2-00070";0,00<br>
384,00;"FBIS3-40391";0,00<br>
384,00;"FBIS3-59901";0,00<br>
384,00;"FT944-4312";0,00<br>
384,00;"FR940304-2-00082";0,00<br>
384,00;"FR941125-0-00027";0,00<br>
384,00;"FBIS3-20913";0,00<br>
384,00;"FT933-7212";0,00<br>
384,00;"FR940728-2-00123";0,00<br>
384,00;"FBIS4-44785";0,00<br>
384,00;"FT924-6103";0,00<br>
384,00;"FBIS3-59742";0,00<br>
384,00;"FBIS3-29781";0,00<br>
384,00;"FT941-15597";0,00<br>
384,00;"FBIS3-40346";0,00<br>
384,00;"FBIS3-59677";0,00<br>
384,00;"FBIS4-66418";0,00<br>
384,00;"FT911-57";0,00<br>
384,00;"FT931-7336";0,00<br>
384,00;"FBIS3-39094";0,00<br>
384,00;"FBIS4-44849";0,00<br>
384,00;"FBIS3-42535";0,00<br>
384,00;"FBIS3-56306";0,00<br>
384,00;"FBIS3-40351";0,00<br>
384,00;"FR940419-2-00049";0,00<br>
384,00;"FBIS3-21022";0,00<br>
384,00;"FR941021-0-00192";0,00<br>
384,00;"FR940630-2-00053";0,00<br>
384,00;"FBIS3-11788";0,00<br>
384,00;"FBIS3-42544";0,00<br>
384,00;"FBIS3-42531";0,00<br>
384,00;"FBIS4-44690";0,00<br>
384,00;"FBIS3-42541";0,00<br>
384,00;"FBIS4-44870";0,00<br>
384,00;"FT923-3304";0,00<br>
384,00;"FR940214-2-00114";0,00<br>
384,00;"FBIS3-21231";0,00<br>
384,00;"FR941221-0-00048";0,00<br>
384,00;"FT941-8395";0,00<br>
384,00;"FBIS4-44844";0,00<br>
384,00;"FBIS3-56960";0,00<br>
384,00;"FBIS3-21239";0,00<br>
384,00;"FBIS3-21014";0,00<br>
384,00;"FBIS3-23696";0,00<br>
384,00;"FBIS3-21237";0,00<br>
384,00;"FBIS4-68325";0,00<br>
384,00;"FBIS3-59774";0,00<br>
384,00;"FBIS3-23691";0,00<br>
384,00;"FBIS3-40550";0,00<br>
384,00;"FBIS4-46470";0,00<br>
384,00;"FBIS4-47016";0,00<br>
384,00;"FBIS4-22537";0,00<br>
384,00;"FBIS3-40552";0,00<br>
384,00;"FBIS4-26873";0,00<br>
384,00;"LA072190-0065";0,00<br>
384,00;"LA071090-0133";0,00<br>
384,00;"LA051290-0077";0,00<br>
384,00;"LA121190-0089";0,00<br>
388,00;"FT921-4252";0,00<br>
388,00;"FT933-10263";0,00<br>
388,00;"FT934-14504";0,00<br>
388,00;"FT942-11538";0,00<br>
388,00;"FT941-11895";0,00<br>
388,00;"FT944-14387";0,00<br>
388,00;"FBIS3-49530";0,00<br>
388,00;"FT942-12504";0,00<br>
388,00;"FT923-9995";0,00<br>
388,00;"FT932-14880";0,00<br>
388,00;"FBIS3-32791";0,00<br>
388,00;"LA030690-0012";0,00<br>
388,00;"LA020390-0041";0,00<br>
388,00;"FT943-3417";0,00<br>
388,00;"FBIS4-51140";0,00<br>
388,00;"FBIS3-2625";0,00<br>
388,00;"FBIS4-4930";0,00<br>
388,00;"LA032489-0130";0,00<br>
388,00;"FR941005-0-00018";0,00<br>
388,00;"FR940912-2-00005";0,00<br>
388,00;"FT941-9169";0,00<br>
388,00;"FT923-10707";0,00<br>
388,00;"FR940804-2-00004";0,00<br>
388,00;"FBIS4-3095";0,00<br>
388,00;"FBIS4-45798";0,00<br>
388,00;"FBIS4-67713";0,00<br>
388,00;"LA041790-0025";0,00<br>
388,00;"FR940705-2-00149";0,00<br>
388,00;"LA062189-0108";0,00<br>
388,00;"FBIS4-25181";0,00<br>
388,00;"FT942-14635";0,00<br>
388,00;"FBIS4-21376";0,00<br>
388,00;"FR940812-2-00278";0,00<br>
388,00;"FBIS3-21069";0,00<br>
388,00;"FR940407-2-00074";0,00<br>
388,00;"FBIS3-11780";0,00<br>
388,00;"LA032289-0074";0,00<br>
388,00;"FR940830-1-00063";0,00<br>
388,00;"FR940505-1-00221";0,00<br>
388,00;"LA020590-0075";0,00<br>
388,00;"LA020489-0058";0,00<br>
388,00;"FR941026-2-00058";0,00<br>
388,00;"FBIS3-60324";0,00<br>
388,00;"LA032390-0113";0,00<br>
388,00;"FR940511-1-00088";0,00<br>
388,00;"LA011490-0024";0,00<br>
388,00;"FT942-597";0,00<br>
388,00;"FR941222-1-00074";0,00<br>
388,00;"FBIS3-41726";0,00<br>
388,00;"FR941206-0-00198";0,00<br>
388,00;"FT942-12147";0,00<br>
388,00;"LA021190-0042";0,00<br>
388,00;"FR940920-1-00059";0,00<br>
388,00;"FR940919-0-00097";0,00<br>
388,00;"FR940318-0-00168";0,00<br>
388,00;"FR940607-2-00104";0,00<br>
388,00;"FT941-10541";0,00<br>
388,00;"FR940105-0-00055";0,00<br>
388,00;"FT911-4794";0,00<br>
388,00;"LA042989-0104";0,00<br>
388,00;"LA021889-0033";0,00<br>
388,00;"FR940525-1-00019";0,00<br>
388,00;"LA041289-0116";0,00<br>
388,00;"FR940720-0-00110";0,00<br>
388,00;"FR940203-0-00050";0,00<br>
388,00;"FT931-4263";0,00<br>
388,00;"FBIS3-22420";0,00<br>
388,00;"FBIS4-22763";0,00<br>
388,00;"FBIS3-35195";0,00<br>
388,00;"LA092790-0102";0,00<br>
388,00;"LA081290-0057";0,00<br>
388,00;"LA122190-0113";0,00<br>
388,00;"LA062889-0063";0,00<br>
388,00;"LA111189-0078";0,00<br>
388,00;"LA120590-0070";0,00<br>
388,00;"LA083190-0073";0,00<br>
388,00;"LA092389-0150";0,00<br>
388,00;"LA072790-0152";0,00<br>
388,00;"LA102189-0169";0,00<br>
388,00;"LA111390-0124";0,00<br>
388,00;"LA082789-0177";0,00<br>
388,00;"LA071189-0002";0,00<br>
388,00;"LA072990-0199";0,00<br>
388,00;"LA091690-0143";0,00<br>
388,00;"LA063090-0143";0,00<br>
388,00;"LA081990-0087";0,00<br>
388,00;"LA072389-0158";0,00<br>
388,00;"LA121089-0232";0,00<br>
388,00;"LA072290-0142";0,00<br>
403,00;"LA010390-0067";0,00<br>
403,00;"LA052989-0032";0,00<br>
403,00;"LA062790-0095";0,00<br>
403,00;"LA010790-0103";0,00<br>
403,00;"LA123189-0132";0,00<br>
403,00;"LA030190-0169";0,00<br>
403,00;"LA011389-0029";0,00<br>
403,00;"LA020889-0141";0,00<br>
403,00;"FBIS3-21795";0,00<br>
403,00;"FBIS3-39229";0,00<br>
403,00;"FBIS4-54007";0,00<br>
403,00;"LA032390-0070";0,00<br>
403,00;"FBIS3-10690";0,00<br>
403,00;"LA052290-0110";0,00<br>
403,00;"FR940503-0-00085";0,00<br>
403,00;"LA090789-0017";0,00<br>
403,00;"FR940304-1-00168";0,00<br>
403,00;"FT922-15297";0,00<br>
403,00;"FR940610-1-00059";0,00<br>
403,00;"FR940825-0-00006";0,00<br>
403,00;"FR941230-1-00013";0,00<br>
403,00;"LA122790-0172";0,00<br>
403,00;"FR940525-1-00058";0,00<br>
403,00;"FR940303-1-00047";0,00<br>
403,00;"FR941206-1-00017";0,00<br>
403,00;"LA120889-0165";0,00<br>
403,00;"FT944-2267";0,00<br>
403,00;"FR940525-1-00085";0,00<br>
403,00;"FR941206-0-00008";0,00<br>
403,00;"FR941025-1-00008";0,00<br>
403,00;"LA071290-0133";0,00<br>
403,00;"FR940525-1-00062";0,00<br>
403,00;"FR940525-1-00078";0,00<br>
403,00;"FT943-9068";0,00<br>
403,00;"LA072289-0144";0,00<br>
403,00;"LA032489-0093";0,00<br>
403,00;"LA042189-0027";0,00<br>
403,00;"FBIS4-47581";0,00<br>
403,00;"FT934-9029";0,00<br>
403,00;"FT931-2736";0,00<br>
403,00;"FBIS4-23663";0,00<br>
403,00;"FT942-4198";0,00<br>
403,00;"FT932-1044";0,00<br>
403,00;"LA010589-0059";0,00<br>
403,00;"LA111089-0129";0,00<br>
403,00;"FR940713-0-00029";0,00<br>
403,00;"LA011890-0027";0,00<br>
403,00;"LA101689-0095";0,00<br>
403,00;"LA122289-0077";0,00<br>
403,00;"LA102590-0199";0,00<br>
403,00;"FBIS4-34847";0,00<br>
442,00;"FBIS3-13357";0,00<br>
442,00;"FBIS3-50719";0,00<br>
442,00;"FBIS4-16406";0,00<br>
442,00;"FBIS4-51991";0,00<br>
442,00;"FBIS4-7149";0,00<br>
442,00;"FBIS3-54212";0,00<br>
442,00;"FBIS4-22111";0,00<br>
442,00;"FBIS4-13172";0,00<br>
442,00;"FBIS4-444";0,00<br>
442,00;"FR940810-1-00066";0,00<br>
442,00;"FBIS3-60871";0,00<br>
442,00;"FBIS4-34546";0,00<br>
442,00;"FBIS4-37420";0,00<br>
442,00;"FBIS3-59955";0,00<br>
442,00;"FBIS4-53900";0,00<br>
442,00;"FR940323-1-00021";0,00<br>
442,00;"FBIS4-64364";0,00<br>
442,00;"FBIS4-10323";0,00<br>
442,00;"FBIS4-35942";0,00<br>
442,00;"FBIS3-45154";0,00<br>
442,00;"FBIS4-26760";0,00<br>
442,00;"FR940721-2-00054";0,00<br>
442,00;"FBIS3-12942";0,00<br>
442,00;"FBIS3-6683";0,00<br>
442,00;"FBIS4-25247";0,00<br>
442,00;"FBIS3-55345";0,00<br>
442,00;"FR940429-2-00071";0,00<br>
442,00;"FR940223-1-00050";0,00<br>
442,00;"FBIS4-58970";0,00<br>
442,00;"FR940128-0-00024";0,00<br>
442,00;"FBIS3-34735";0,00<br>
442,00;"FBIS3-3970";0,00<br>
442,00;"FBIS3-12638";0,00<br>
442,00;"FR940831-0-00048";0,00<br>
442,00;"FBIS4-2254";0,00<br>
442,00;"FR940214-2-00097";0,00<br>
442,00;"FR940112-0-00030";0,00<br>
442,00;"FR940622-0-00026";0,00<br>
442,00;"FBIS3-22030";0,00<br>
442,00;"FR940906-1-00016";0,00<br>
442,00;"FR940407-2-00072";0,00<br>
442,00;"FBIS4-60750";0,00<br>
442,00;"FBIS4-32328";0,00<br>
442,00;"FR940204-2-00093";0,00<br>
442,00;"FR940711-2-00061";0,00<br>
442,00;"FBIS3-11256";0,00<br>
442,00;"FR940512-2-00172";0,00<br>
442,00;"FR940314-2-00106";0,00<br>
442,00;"FR940303-2-00098";0,00<br>
442,00;"FR941006-2-00189";0,00<br>
442,00;"FR940418-2-00026";0,00<br>
442,00;"FBIS3-2765";0,00<br>
442,00;"FR940602-1-00097";0,00<br>
442,00;"FBIS3-30784";0,00<br>
442,00;"FBIS4-22670";0,00<br>
442,00;"FR940525-0-00033";0,00<br>
442,00;"FR940106-0-00171";0,00<br>
442,00;"FR940628-1-00049";0,00<br>
442,00;"FBIS4-6788";0,00<br>
442,00;"FR940919-2-00095";0,00<br>
442,00;"FBIS4-40370";0,00<br>
442,00;"FR940112-2-00127";0,00<br>
442,00;"FR940616-0-00103";0,00<br>
442,00;"FBIS4-55696";0,00<br>
442,00;"FR940825-1-00038";0,00<br>
442,00;"FBIS4-58397";0,00<br>
442,00;"FBIS4-43060";0,00<br>
442,00;"FBIS4-50026";0,00<br>
442,00;"FBIS4-60176";0,00<br>
442,00;"FT942-7648";0,00<br>
442,00;"LA090289-0011";0,00<br>
442,00;"LA020489-0134";0,00<br>
442,00;"LA041590-0086";0,00<br>
442,00;"FT944-2702";0,00<br>
442,00;"FR941128-2-00101";0,00<br>
442,00;"LA040489-0028";0,00<br>
442,00;"LA071689-0131";0,00<br>
442,00;"FT933-4579";0,00<br>
442,00;"LA072489-0080";0,00<br>
442,00;"FT911-3529";0,00<br>
442,00;"FT941-8360";0,00<br>
442,00;"FR941205-2-00038";0,00<br>
442,00;"FR941221-2-00083";0,00<br>
442,00;"FT944-9943";0,00<br>
442,00;"FT944-13917";0,00<br>
442,00;"FT923-4524";0,00<br>
442,00;"FT932-15956";0,00<br>
442,00;"LA062790-0021";0,00<br>
442,00;"FT934-7039";0,00<br>
442,00;"FT934-1398";0,00<br>
442,00;"LA042890-0104";0,00<br>
442,00;"LA012190-0010";0,00<br>
442,00;"FT922-13403";0,00<br>
442,00;"FT942-10088";0,00<br>
442,00;"LA052490-0162";0,00<br>
442,00;"FT943-2723";0,00<br>
442,00;"FT941-15248";0,00<br>
442,00;"FT924-10364";0,00<br>
442,00;"FT942-16661";0,00<br>
442,00;"FT931-16379";0,00<br>
442,00;"FT933-11489";0,00<br>
442,00;"LA071090-0172";0,00<br>
442,00;"LA081290-0031";0,00<br>
442,00;"FT924-2848";0,00<br>
442,00;"LA052090-0065";0,00<br>
442,00;"LA031889-0096";0,00<br>
442,00;"FT924-12931";0,00<br>
442,00;"FT921-3337";0,00<br>
442,00;"FT924-10420";0,00<br>
442,00;"FT922-7694";0,00<br>
442,00;"LA100889-0057";0,00<br>
442,00;"LA091789-0160";0,00<br>
442,00;"LA110389-0054";0,00<br>
442,00;"LA101590-0070";0,00<br>
442,00;"LA112489-0027";0,00<br>
442,00;"LA121789-0069";0,00<br>
442,00;"LA100490-0075";0,00<br>
442,00;"LA122990-0042";0,00<br>
442,00;"LA101989-0134";0,00</div></body></html>
